transaction_id,customer_id,amount,time,location,device,is_fraud
55,7,1355,11,Harare,Mobile,0
56,7,2851,2,Unknown,ATM,1
57,7,2958,13,Harare,Mobile,0
58,8,1982,10,Harare,ATM,0
59,8,4582,20,Unknown,Mobile,1
60,8,4520,23,Harare,ATM,0
61,8,400,19,Gweru,Mobile,0
62,8,3455,21,Mutare,Mobile,0
63,8,3223,7,Gweru,ATM,0
64,8,704,14,Bulawayo,Web,0
65,8,4907,1,Gweru,ATM,0
66,8,1558,23,Gweru,Mobile,0
67,9,1756,23,Bulawayo,Mobile,0
68,9,4277,2,Bulawayo,Web,0
69,9,1602,14,Gweru,ATM,0
70,9,3789,10,Masvingo,ATM,0
71,9,4169,8,Gweru,Web,0
72,9,3378,15,Mutare,ATM,0
73,10,3554,22,Masvingo,Mobile,0
74,10,4308,9,Unknown,ATM,1
75,10,2453,6,Masvingo,ATM,0
76,10,1689,8,Mutare,ATM,0
77,10,2880,9,Masvingo,Mobile,0
78,10,268,15,Harare,ATM,0
79,10,1316,18,Unknown,Mobile,0
80,10,4537,12,Mutare,ATM,0
81,10,1743,13,Masvingo,Mobile,0
82,11,3662,18,Bulawayo,Mobile,0
83,11,3239,22,Gweru,ATM,0
84,11,4515,4,Masvingo,Web,0
85,11,4883,15,Gweru,ATM,0
86,11,2373,17,Gweru,ATM,0
87,11,3350,8,Masvingo,ATM,0
88,11,460,23,Bulawayo,Web,0
89,12,1097,22,Unknown,Mobile,0
90,12,3287,16,Bulawayo,Web,0
91,12,3293,1,Mutare,Mobile,0
92,12,4921,20,Harare,ATM,0
93,12,2152,3,Masvingo,ATM,0
94,12,1977,17,Harare,ATM,0
95,12,2668,10,Gweru,ATM,0
96,12,2718,19,Harare,Web,0
97,13,482,8,Mutare,ATM,0
98,13,2705,10,Harare,ATM,0
99,13,394,20,Harare,Web,0
100,13,3767,1,Masvingo,Web,0
101,13,13,21,Harare,ATM,0
102,13,3366,8,Masvingo,ATM,0
103,13,2246,18,Gweru,ATM,0
104,14,3421,18,Gweru,Web,0
105,14,3199,13,Bulawayo,Mobile,0
106,14,1166,8,Mutare,Mobile,0
107,14,1113,1,Masvingo,Mobile,0
108,14,431,13,Masvingo,Web,0
109,14,805,11,Bulawayo,Web,0
110,14,3586,18,Mutare,Web,0
111,15,2988,1,Harare,ATM,0
112,15,3680,17,Bulawayo,Web,0
113,15,2705,23,Masvingo,Mobile,0
114,15,4008,10,Masvingo,Mobile,0
115,15,279,18,Bulawayo,ATM,0
116,15,4061,16,Bulawayo,Web,0
117,16,1797,23,Harare,Mobile,0
118,16,2988,23,Harare,Mobile,0
119,16,2920,8,Unknown,ATM,1
120,16,414,20,Bulawayo,Mobile,0
121,16,3014,13,Masvingo,Web,0
122,17,3467,10,Mutare,ATM,0
123,17,3176,11,Gweru,ATM,0
124,17,910,16,Masvingo,ATM,0
125,17,50,21,Harare,Web,0
126,17,1275,12,Bulawayo,Web,0
127,17,1291,6,Bulawayo,Web,0
128,17,3849,17,Bulawayo,ATM,0
129,17,3335,20,Bulawayo,Web,0
130,17,4353,8,Masvingo,Web,0
131,17,4062,1,Harare,ATM,0
132,18,2616,13,Unknown,ATM,1
133,18,79,11,Gweru,ATM,0
134,18,3992,10,Mutare,Web,0
135,18,2987,13,Masvingo,ATM,0
136,18,1044,2,Gweru,Mobile,0
137,19,1962,5,Masvingo,Mobile,0
138,19,1567,19,Gweru,Web,0
139,19,1288,15,Unknown,Mobile,0
140,19,4519,9,Mutare,Web,0
141,19,3125,1,Gweru,Mobile,0
142,19,3364,20,Harare,Mobile,0
143,20,2353,17,Mutare,Web,0
144,20,951,7,Mutare,Web,0
145,20,1991,7,Gweru,Mobile,0
146,20,3121,12,Harare,ATM,0
147,20,2769,8,Harare,Web,0
148,20,4447,13,Unknown,Mobile,1
149,21,4100,23,Bulawayo,ATM,0
150,21,2463,11,Unknown,ATM,1
151,21,2719,10,Mutare,Mobile,0
152,21,3029,1,Mutare,Web,0
153,21,997,4,Bulawayo,Web,0
154,21,3786,20,Unknown,Web,1
155,21,4191,10,Harare,Mobile,0
156,21,3817,22,Bulawayo,Mobile,0
157,21,1983,15,Harare,Web,0
158,22,3072,0,Gweru,Mobile,0
159,22,4948,16,Bulawayo,Web,0
160,22,1820,16,Unknown,Web,0
161,22,4750,15,Masvingo,Mobile,0
162,22,3354,21,Mutare,Web,0
163,22,4656,17,Unknown,Mobile,1
164,22,4060,18,Harare,Web,0
165,22,18,21,Bulawayo,ATM,0
166,22,3471,0,Masvingo,Mobile,0
167,23,3540,16,Mutare,Web,0
168,23,408,16,Masvingo,Web,0
169,23,4133,8,Unknown,ATM,1
170,23,730,10,Masvingo,ATM,0
171,23,3477,6,Masvingo,Web,0
172,23,4572,12,Bulawayo,ATM,0
173,23,2230,16,Bulawayo,ATM,0
174,23,4509,17,Unknown,Mobile,1
175,23,4233,10,Masvingo,Web,0
176,23,1282,14,Harare,Web,0
177,24,3001,10,Gweru,Mobile,0
178,24,3425,11,Unknown,ATM,1
179,24,4855,21,Gweru,ATM,0
180,24,102,10,Harare,Web,0
181,24,198,11,Unknown,Mobile,0
182,24,505,4,Gweru,ATM,0
183,24,1214,4,Masvingo,ATM,0
184,24,3747,7,Mutare,ATM,0
185,24,4038,18,Bulawayo,Mobile,0
186,25,1248,23,Unknown,Web,0
187,25,3260,2,Unknown,Web,1
188,25,3529,1,Mutare,Web,0
189,25,3875,23,Gweru,Web,0
190,25,4961,12,Gweru,Mobile,0
191,25,3415,3,Masvingo,ATM,0
192,25,3052,13,Gweru,ATM,0
193,25,343,16,Harare,Mobile,0
194,26,1944,18,Gweru,ATM,0
195,26,2042,22,Unknown,ATM,1
196,26,4048,14,Harare,Mobile,0
197,26,402,6,Unknown,ATM,0
198,26,2115,15,Bulawayo,ATM,0
199,26,3443,20,Gweru,ATM,0
200,27,1452,22,Bulawayo,Web,0
201,27,4773,3,Mutare,Mobile,0
202,27,2227,23,Gweru,Mobile,0
203,27,1764,14,Mutare,Mobile,0
204,27,1892,1,Gweru,ATM,0
205,27,3363,15,Gweru,Web,0
206,27,4569,18,Mutare,Mobile,0
207,28,2731,23,Gweru,ATM,0
208,28,4125,4,Harare,Web,0
209,28,4092,1,Gweru,ATM,0
210,28,1106,9,Harare,Web,0
211,28,2955,7,Masvingo,ATM,0
212,28,4374,4,Harare,ATM,0
213,28,807,9,Harare,Web,0
214,29,4733,1,Mutare,Web,0
215,29,4309,20,Gweru,ATM,0
216,29,1821,22,Unknown,ATM,0
217,29,4276,9,Harare,Web,0
218,29,4504,4,Bulawayo,Web,0
219,30,1599,15,Harare,Web,0
220,30,363,15,Bulawayo,ATM,0
221,30,1377,3,Masvingo,ATM,0
222,30,1198,10,Unknown,ATM,0
223,30,1809,21,Masvingo,ATM,0
224,30,3448,1,Unknown,Mobile,1
225,30,3004,18,Masvingo,ATM,0
226,31,2101,20,Unknown,Mobile,1
227,31,3303,2,Mutare,ATM,0
228,31,1597,8,Harare,Mobile,0
229,31,4304,7,Unknown,ATM,1
230,31,615,3,Unknown,ATM,0
231,31,3475,19,Bulawayo,Web,0
232,31,4094,0,Harare,ATM,0
233,32,3502,3,Masvingo,ATM,0
234,32,785,15,Bulawayo,ATM,0
235,32,3726,4,Gweru,ATM,0
236,32,4779,7,Gweru,ATM,0
237,32,1427,12,Unknown,Mobile,0
238,32,1236,0,Mutare,ATM,0
239,32,245,16,Gweru,Web,0
240,32,412,23,Masvingo,ATM,0
241,32,4463,22,Unknown,Mobile,1
242,33,3013,12,Bulawayo,Mobile,0
243,33,4382,22,Unknown,Mobile,1
244,33,2168,13,Masvingo,Mobile,0
245,33,3083,6,Harare,ATM,0
246,33,4207,0,Gweru,ATM,0
247,33,4466,10,Mutare,ATM,0
248,33,2036,12,Masvingo,Web,0
249,34,2310,14,Harare,Web,0
250,34,1750,19,Masvingo,Mobile,0
251,34,1551,7,Masvingo,Mobile,0
252,34,734,23,Bulawayo,ATM,0
253,34,1222,0,Masvingo,Mobile,0
254,34,519,15,Unknown,ATM,0
255,34,2740,12,Unknown,Web,1
256,34,1195,6,Masvingo,Mobile,0
257,35,4343,8,Gweru,Web,0
258,35,4029,3,Bulawayo,Mobile,0
259,35,553,23,Bulawayo,Web,0
260,35,4988,12,Mutare,ATM,0
261,35,3922,22,Masvingo,Mobile,0
262,35,4483,2,Bulawayo,ATM,0
263,36,1517,22,Unknown,Mobile,0
264,36,1200,22,Unknown,Web,0
265,36,4326,5,Bulawayo,ATM,0
266,36,780,9,Unknown,Mobile,0
267,36,4149,7,Mutare,ATM,0
268,36,2748,23,Gweru,ATM,0
269,36,4686,12,Harare,ATM,0
270,37,3167,3,Unknown,Mobile,1
271,37,2494,12,Bulawayo,Web,0
272,37,3725,8,Mutare,Web,0
273,37,3511,23,Masvingo,Mobile,0
274,37,3298,23,Unknown,ATM,1
275,37,3168,5,Gweru,Web,0
276,37,2955,4,Unknown,Mobile,1
277,37,26,3,Unknown,ATM,0
278,37,3539,23,Masvingo,ATM,0
279,37,4295,23,Harare,Web,0
280,38,4201,1,Bulawayo,Mobile,0
281,38,1220,11,Unknown,Mobile,0
282,38,1088,6,Mutare,Web,0
283,38,1182,4,Harare,ATM,0
284,38,4661,10,Mutare,ATM,0
285,38,3607,6,Harare,Web,0
286,38,789,14,Gweru,Web,0
287,38,3058,6,Unknown,ATM,1
288,38,1891,21,Mutare,Mobile,0
289,39,2692,2,Harare,Web,0
290,39,477,21,Gweru,Mobile,0
291,39,462,14,Harare,Web,0
292,39,3074,13,Gweru,Mobile,0
293,39,2344,6,Bulawayo,Web,0
294,39,2850,5,Gweru,Mobile,0
295,39,4194,16,Harare,Mobile,0
296,39,2850,12,Mutare,ATM,0
297,39,4331,8,Bulawayo,Mobile,0
298,39,4387,3,Mutare,Web,0
299,40,915,6,Unknown,Mobile,0
300,40,321,3,Unknown,Web,0
301,40,1255,15,Harare,Mobile,0
302,40,4910,12,Gweru,Mobile,0
303,40,4842,8,Masvingo,ATM,0
304,40,201,3,Unknown,Web,0
305,40,3422,23,Bulawayo,ATM,0
306,40,2915,17,Gweru,Web,0
307,40,2104,23,Gweru,Mobile,0
308,41,3861,17,Harare,Web,0
309,41,2354,8,Gweru,Mobile,0
310,41,139,16,Unknown,ATM,0
311,41,4538,1,Unknown,ATM,1
312,41,1969,4,Bulawayo,ATM,0
313,41,630,18,Masvingo,ATM,0
314,41,3830,3,Unknown,Mobile,1
315,41,3531,2,Mutare,Web,0
316,41,2137,5,Unknown,Web,1
317,41,4049,21,Unknown,ATM,1
318,42,1468,14,Unknown,ATM,0
319,42,1739,17,Gweru,Mobile,0
320,42,739,8,Bulawayo,Web,0
321,42,3186,14,Masvingo,Mobile,0
322,42,2620,2,Mutare,ATM,0
323,42,1180,0,Unknown,Mobile,0
324,42,2484,4,Bulawayo,ATM,0
325,42,3979,8,Harare,Web,0
326,42,2659,23,Bulawayo,Web,0
327,42,3429,15,Unknown,Mobile,1
328,43,1242,10,Gweru,ATM,0
329,43,1951,10,Harare,Web,0
330,43,4390,19,Masvingo,ATM,0
331,43,3746,21,Mutare,Mobile,0
332,43,767,9,Unknown,ATM,0
333,44,4753,21,Gweru,ATM,0
334,44,2281,9,Unknown,Mobile,1
335,44,4757,18,Unknown,ATM,1
336,44,2308,14,Unknown,ATM,1
337,44,1236,9,Mutare,ATM,0
338,44,2650,5,Mutare,ATM,0
339,44,1237,17,Unknown,Web,0
340,44,1049,19,Masvingo,Mobile,0
341,44,2215,13,Mutare,Mobile,0
342,45,1107,7,Harare,Web,0
343,45,1576,12,Unknown,Web,0
344,45,966,0,Mutare,Web,0
345,45,987,12,Mutare,ATM,0
346,45,786,19,Harare,ATM,0
347,45,410,21,Harare,Mobile,0
348,46,3807,15,Masvingo,ATM,0
349,46,1777,4,Masvingo,Web,0
350,46,4815,3,Unknown,Web,1
351,46,3321,22,Bulawayo,ATM,0
352,46,3889,14,Harare,Web,0
353,46,1864,23,Harare,Web,0
354,46,203,2,Mutare,Mobile,0
355,46,2312,10,Unknown,Mobile,1
356,46,2342,13,Harare,Web,0
357,46,1183,22,Harare,Mobile,0
358,47,3438,20,Harare,Web,0
359,47,839,12,Gweru,Mobile,0
360,47,1992,8,Unknown,ATM,0
361,47,63,19,Mutare,Web,0
362,47,1976,20,Bulawayo,ATM,0
363,48,4211,19,Bulawayo,ATM,0
364,48,2805,11,Mutare,Web,0
365,48,1999,23,Masvingo,Mobile,0
366,48,3194,23,Harare,ATM,0
367,48,3445,6,Masvingo,Web,0
368,48,4889,20,Bulawayo,ATM,0
369,48,284,18,Mutare,Mobile,0
370,49,2692,4,Bulawayo,Web,0
371,49,4612,1,Gweru,Web,0
372,49,4292,13,Gweru,Web,0
373,49,4710,16,Gweru,Mobile,0
374,49,584,19,Harare,Mobile,0
375,49,3680,10,Unknown,ATM,1
376,50,1685,11,Bulawayo,Web,0
377,50,2789,9,Masvingo,Mobile,0
378,50,2048,2,Gweru,ATM,0
379,50,3572,10,Harare,Mobile,0
380,50,4256,10,Mutare,ATM,0
381,51,4605,20,Masvingo,ATM,0
382,51,3586,23,Unknown,Mobile,1
383,51,3307,21,Masvingo,ATM,0
384,51,826,17,Harare,Web,0
385,51,3224,6,Harare,Mobile,0
386,51,1464,4,Masvingo,ATM,0
387,51,2178,5,Harare,Web,0
388,51,3373,18,Harare,ATM,0
389,51,957,15,Mutare,ATM,0
390,52,3172,14,Gweru,ATM,0
391,52,4742,5,Masvingo,Web,0
392,52,4259,11,Bulawayo,ATM,0
393,52,4172,12,Mutare,Mobile,0
394,52,4810,21,Mutare,Mobile,0
395,52,2078,8,Gweru,Mobile,0
396,52,655,20,Masvingo,Mobile,0
397,53,1114,14,Bulawayo,Web,0
398,53,795,23,Masvingo,Web,0
399,53,124,21,Unknown,Web,0
400,53,4253,22,Mutare,ATM,0
401,53,839,18,Gweru,Web,0
402,53,4641,4,Gweru,ATM,0
403,53,3109,17,Bulawayo,Mobile,0
404,53,3512,12,Masvingo,Mobile,0
405,53,3923,15,Unknown,Web,1
406,53,1509,1,Masvingo,ATM,0
407,54,42,8,Gweru,ATM,0
408,54,2979,17,Bulawayo,Web,0
409,54,2423,8,Harare,Mobile,0
410,54,740,16,Gweru,ATM,0
411,54,2186,21,Mutare,Web,0
412,54,3666,2,Harare,ATM,0
413,54,1433,2,Gweru,ATM,0
414,54,4576,7,Unknown,Mobile,1
415,54,4471,14,Harare,Web,0
416,55,2908,8,Unknown,Mobile,1
417,55,1163,21,Harare,ATM,0
418,55,3548,4,Unknown,Web,1
419,55,4502,16,Unknown,ATM,1
420,55,4668,6,Unknown,Mobile,1
421,56,1993,19,Mutare,ATM,0
422,56,676,14,Masvingo,ATM,0
423,56,1328,13,Gweru,Web,0
424,56,2235,18,Harare,Mobile,0
425,56,2022,18,Bulawayo,Web,0
426,56,2199,20,Bulawayo,ATM,0
427,56,3704,16,Masvingo,ATM,0
428,56,4408,19,Gweru,Web,0
429,57,1112,0,Mutare,Mobile,0
430,57,3880,16,Mutare,ATM,0
431,57,3840,1,Harare,Mobile,0
432,57,1702,7,Gweru,Web,0
433,57,736,5,Unknown,Mobile,0
434,57,4511,10,Bulawayo,Mobile,0
435,58,707,17,Harare,Mobile,0
436,58,4573,15,Unknown,Web,1
437,58,3254,6,Unknown,ATM,1
438,58,4938,10,Unknown,ATM,1
439,58,565,0,Unknown,Web,0
440,58,1922,11,Masvingo,Mobile,0
441,58,4250,20,Gweru,ATM,0
442,58,522,11,Unknown,ATM,0
443,58,3749,5,Mutare,ATM,0
444,58,4349,16,Masvingo,Web,0
445,59,4662,22,Mutare,Web,0
446,59,2725,1,Masvingo,ATM,0
447,59,227,14,Bulawayo,Web,0
448,59,74,3,Bulawayo,Web,0
449,59,3924,22,Unknown,Mobile,1
450,59,645,12,Gweru,Web,0
451,59,4610,10,Gweru,Mobile,0
452,59,170,2,Unknown,Web,0
453,60,3930,23,Bulawayo,ATM,0
454,60,3355,4,Bulawayo,Web,0
455,60,241,21,Mutare,ATM,0
456,60,2805,19,Unknown,Mobile,1
457,60,2568,17,Gweru,Web,0
458,60,4756,21,Mutare,Web,0
459,60,304,13,Unknown,Mobile,0
460,60,4784,15,Bulawayo,Web,0
461,61,1849,11,Unknown,Web,0
462,61,2949,13,Unknown,Mobile,1
463,61,4202,23,Mutare,Mobile,0
464,61,4312,5,Bulawayo,Mobile,0
465,61,2895,0,Gweru,Web,0
466,61,1001,0,Harare,Web,0
467,61,2071,6,Gweru,Mobile,0
468,61,2709,16,Harare,Web,0
469,62,4457,10,Bulawayo,Web,0
470,62,2982,22,Mutare,Mobile,0
471,62,3057,23,Mutare,ATM,0
472,62,4491,6,Harare,Mobile,0
473,62,1651,8,Masvingo,Web,0
474,62,4154,14,Masvingo,ATM,0
475,63,2843,5,Masvingo,ATM,0
476,63,4337,8,Harare,Web,0
477,63,180,22,Gweru,Web,0
478,63,3306,4,Unknown,ATM,1
479,63,3893,5,Masvingo,Web,0
480,63,403,5,Harare,Mobile,0
481,63,1909,12,Gweru,Mobile,0
482,63,4239,20,Unknown,Mobile,1
483,64,3386,0,Bulawayo,Mobile,0
484,64,4123,1,Gweru,Mobile,0
485,64,4468,17,Harare,Web,0
486,64,2879,15,Unknown,ATM,1
487,64,25,8,Harare,ATM,0
488,64,623,0,Bulawayo,ATM,0
489,64,4271,4,Bulawayo,ATM,0
490,64,166,6,Unknown,ATM,0
491,64,23,1,Bulawayo,Mobile,0
492,64,4985,12,Bulawayo,Mobile,0
493,65,1614,1,Unknown,Web,0
494,65,4348,23,Harare,Web,0
495,65,1793,23,Gweru,Web,0
496,65,1658,19,Unknown,Web,0
497,65,1900,1,Masvingo,Web,0
498,65,4595,15,Bulawayo,Mobile,0
499,65,3994,3,Masvingo,ATM,0
500,65,2284,9,Mutare,Mobile,0
501,65,556,10,Masvingo,Mobile,0
502,65,2975,0,Mutare,ATM,0
503,66,21,23,Harare,Mobile,0
504,66,1407,11,Harare,Web,0
505,66,2134,18,Gweru,ATM,0
506,66,861,14,Bulawayo,ATM,0
507,66,2380,5,Harare,ATM,0
508,67,2789,23,Mutare,Mobile,0
509,67,1045,11,Masvingo,ATM,0
510,67,3319,22,Masvingo,Mobile,0
511,67,2042,5,Unknown,Mobile,1
512,67,2236,7,Unknown,ATM,1
513,67,306,5,Unknown,Web,0
514,67,3385,0,Gweru,Mobile,0
515,67,4606,2,Gweru,ATM,0
516,68,2470,16,Unknown,ATM,1
517,68,4770,5,Harare,Mobile,0
518,68,4100,10,Masvingo,Web,0
519,68,671,13,Unknown,ATM,0
520,68,4943,19,Gweru,Mobile,0
521,68,3813,1,Bulawayo,ATM,0
522,68,2528,23,Mutare,Mobile,0
523,68,2544,2,Gweru,Web,0
524,69,4761,23,Masvingo,Web,0
525,69,1018,13,Gweru,Mobile,0
526,69,2202,5,Mutare,Mobile,0
527,69,2477,21,Gweru,Mobile,0
528,69,4987,21,Mutare,Mobile,0
529,69,737,7,Mutare,Web,0
530,69,2870,21,Harare,ATM,0
531,69,3025,3,Bulawayo,Mobile,0
532,70,2778,7,Unknown,Web,1
533,70,2613,1,Harare,ATM,0
534,70,425,9,Unknown,Web,0
535,70,2586,17,Masvingo,Web,0
536,70,1739,15,Gweru,Web,0
537,70,2878,7,Unknown,ATM,1
538,71,3046,8,Harare,Web,0
539,71,155,21,Gweru,Mobile,0
540,71,1168,20,Unknown,Web,0
541,71,1217,22,Masvingo,Web,0
542,71,3551,8,Harare,Web,0
543,71,3560,7,Mutare,Mobile,0
544,71,4707,7,Mutare,ATM,0
545,71,4668,14,Bulawayo,Mobile,0
546,72,3021,2,Gweru,Mobile,0
547,72,3781,1,Harare,ATM,0
548,72,2704,20,Masvingo,Web,0
549,72,1013,17,Gweru,Web,0
550,72,2822,10,Unknown,ATM,1
551,72,2171,9,Masvingo,ATM,0
552,72,4557,17,Gweru,Mobile,0
553,72,4654,21,Bulawayo,Mobile,0
554,73,2373,10,Masvingo,Web,0
555,73,1370,5,Mutare,Mobile,0
556,73,1307,9,Harare,Mobile,0
557,73,644,22,Gweru,Web,0
558,73,3565,16,Harare,ATM,0
559,74,4326,17,Masvingo,Mobile,0
560,74,893,16,Bulawayo,ATM,0
561,74,3755,7,Gweru,Mobile,0
562,74,19,17,Harare,Mobile,0
563,74,861,20,Harare,Mobile,0
564,75,507,12,Mutare,Mobile,0
565,75,1479,7,Gweru,Mobile,0
566,75,4978,8,Unknown,Web,1
567,75,1391,4,Bulawayo,Mobile,0
568,75,846,1,Mutare,Mobile,0
569,75,3781,4,Bulawayo,Web,0
570,75,4354,14,Gweru,Mobile,0
571,76,647,14,Bulawayo,Mobile,0
572,76,3543,15,Masvingo,Web,0
573,76,1552,16,Mutare,ATM,0
574,76,2457,20,Bulawayo,ATM,0
575,76,1333,15,Bulawayo,Web,0
576,77,2671,19,Harare,Mobile,0
577,77,2100,14,Unknown,Mobile,1
578,77,4547,3,Gweru,ATM,0
579,77,279,23,Masvingo,ATM,0
580,77,925,2,Mutare,Web,0
581,77,3383,21,Bulawayo,ATM,0
582,77,677,21,Unknown,ATM,0
583,77,3574,3,Harare,Web,0
584,78,497,9,Bulawayo,Web,0
585,78,4375,23,Harare,Web,0
586,78,2669,20,Masvingo,ATM,0
587,78,1827,15,Unknown,Web,0
588,78,2512,4,Gweru,Web,0
589,78,2233,17,Bulawayo,Web,0
590,79,2977,11,Gweru,Web,0
591,79,1486,21,Gweru,Web,0
592,79,296,23,Unknown,Mobile,0
593,79,3160,3,Masvingo,Mobile,0
594,79,362,10,Masvingo,Mobile,0
595,79,1612,18,Gweru,Web,0
596,79,3143,12,Gweru,Web,0
597,79,1631,16,Unknown,ATM,0
598,79,3257,23,Masvingo,Mobile,0
599,80,3869,23,Harare,Web,0
600,80,3469,10,Gweru,Mobile,0
601,80,1734,4,Mutare,Web,0
602,80,4500,3,Bulawayo,ATM,0
603,80,2093,14,Mutare,ATM,0
604,80,3757,10,Mutare,ATM,0
605,80,2425,14,Harare,ATM,0
606,80,4258,10,Bulawayo,Web,0
607,80,883,17,Harare,Web,0
608,81,606,18,Mutare,Mobile,0
609,81,1455,7,Bulawayo,Web,0
610,81,4774,12,Masvingo,Mobile,0
611,81,3536,9,Masvingo,ATM,0
612,81,750,7,Masvingo,Mobile,0
613,81,2310,21,Harare,Web,0
614,82,2276,9,Unknown,Web,1
615,82,3602,11,Gweru,ATM,0
616,82,3058,1,Gweru,Mobile,0
617,82,1625,19,Harare,ATM,0
618,82,1158,18,Bulawayo,Mobile,0
619,83,3984,23,Harare,Web,0
620,83,914,8,Unknown,ATM,0
621,83,2526,11,Mutare,Web,0
622,83,4153,20,Harare,ATM,0
623,83,1360,22,Unknown,Web,0
624,83,4446,18,Unknown,Mobile,1
625,83,758,10,Gweru,Mobile,0
626,83,4373,8,Gweru,Web,0
627,84,880,10,Gweru,ATM,0
628,84,1985,8,Unknown,Web,0
629,84,695,6,Harare,Web,0
630,84,4308,13,Gweru,Web,0
631,84,3191,10,Unknown,ATM,1
632,84,122,6,Bulawayo,Mobile,0
633,84,810,6,Bulawayo,ATM,0
634,84,165,17,Mutare,ATM,0
635,84,3984,18,Masvingo,Web,0
636,85,3252,1,Masvingo,Mobile,0
637,85,791,6,Bulawayo,Web,0
638,85,4043,8,Mutare,Web,0
639,85,322,6,Harare,Web,0
640,85,4760,4,Bulawayo,ATM,0
641,85,934,3,Masvingo,ATM,0
642,85,2930,22,Unknown,Web,1
643,85,3019,9,Harare,Web,0
644,85,3465,5,Unknown,ATM,1
645,85,1937,10,Harare,Web,0
646,86,3766,6,Mutare,Web,0
647,86,1821,21,Bulawayo,ATM,0
648,86,1526,3,Masvingo,Mobile,0
649,86,4491,19,Mutare,Mobile,0
650,86,3835,7,Bulawayo,Mobile,0
651,86,3845,3,Bulawayo,ATM,0
652,86,1706,8,Masvingo,Mobile,0
653,86,57,15,Mutare,ATM,0
654,86,2709,18,Harare,Mobile,0
655,87,3179,22,Masvingo,Web,0
656,87,15,3,Harare,ATM,0
657,87,4653,6,Bulawayo,Mobile,0
658,87,4897,0,Bulawayo,ATM,0
659,87,3747,15,Unknown,Mobile,1
660,88,3490,8,Masvingo,Web,0
661,88,2150,2,Unknown,Web,1
662,88,3399,13,Bulawayo,Mobile,0
663,88,889,5,Unknown,ATM,0
664,88,4671,7,Harare,ATM,0
665,88,3057,0,Mutare,Mobile,0
666,88,3872,19,Unknown,Mobile,1
667,88,287,23,Masvingo,ATM,0
668,89,4393,11,Masvingo,Web,0
669,89,2081,17,Harare,ATM,0
670,89,1386,13,Bulawayo,Mobile,0
671,89,2299,17,Harare,Web,0
672,89,4609,1,Bulawayo,Web,0
673,89,3856,13,Harare,ATM,0
674,89,1201,15,Mutare,ATM,0
675,89,4752,8,Mutare,ATM,0
676,90,1250,0,Bulawayo,Web,0
677,90,2360,9,Gweru,Web,0
678,90,2477,21,Bulawayo,ATM,0
679,90,4224,20,Harare,ATM,0
680,90,2859,1,Mutare,ATM,0
681,90,2841,2,Bulawayo,Mobile,0
682,90,154,12,Gweru,Mobile,0
683,90,4945,21,Unknown,Mobile,1
684,90,4674,16,Harare,ATM,0
685,90,2379,14,Gweru,Mobile,0
686,91,4374,12,Masvingo,Web,0
687,91,163,9,Masvingo,Mobile,0
688,91,4101,22,Harare,ATM,0
689,91,4751,23,Bulawayo,Mobile,0
690,91,3827,5,Bulawayo,Mobile,0
691,91,4562,11,Masvingo,ATM,0
692,91,3960,19,Masvingo,Web,0
